db,src_table,label,field_key,evidence,reason
mimic-iii,mimiciii.CHARTEVENTS,Inc #2 [Dressing],399,adjudicated:both_agree,"incision dressing status, wound care documentation"
mimic-iii,mimiciii.CHARTEVENTS,Incision/Wound #2,412,adjudicated:both_agree,"incision/wound descriptor, wound assessment"
mimic-iii,mimiciii.CHARTEVENTS,Inspired Gas Temp,417,adjudicated:both_agree,"ventilator circuit inspired gas temperature, not patient body temperature"
mimic-iii,mimiciii.CHARTEVENTS,LCW,421,adjudicated:both_agree,"left cardiac work, no corresponding concept in catalog"
mimic-iii,mimiciii.CHARTEVENTS,LCWI,422,adjudicated:both_agree,"left cardiac work index, no corresponding concept in catalog"
mimic-iii,mimiciii.CHARTEVENTS,LVSW,430,adjudicated:both_agree,"left ventricular stroke work, no corresponding concept in catalog"
mimic-iii,mimiciii.CHARTEVENTS,LVSWI,431,adjudicated:both_agree,"left ventricular stroke work index, no corresponding concept"
mimic-iii,mimiciii.CHARTEVENTS,MDI #1 [Puff],439,adjudicated:both_agree,"metered dose inhaler puff count, medication dosing detail"
mimic-iii,mimiciii.CHARTEVENTS,Neuro Symptoms,465,adjudicated:both_agree,"neurologic symptom checklist, no catalog concept"
mimic-iii,mimiciii.CHARTEVENTS,Pain Cause,522,adjudicated:both_agree,"pain etiology category, descriptor not intensity"
mimic-iii,mimiciii.CHARTEVENTS,Pain Management [Route/Status #1],526,adjudicated:both_agree,"analgesia route/status, medication administration attribute"
mimic-iii,mimiciii.CHARTEVENTS,Pain Type,527,adjudicated:both_agree,"pain quality/type category, a descriptor rather than pain intensity"
mimic-iii,mimiciii.CHARTEVENTS,Peak Insp. Pressure,535,adjudicated:both_agree,peak inspiratory pressure; distinct from plateau_pressure and absent from catalog
mimic-iii,mimiciii.CHARTEVENTS,Pressure Support,578,adjudicated:both_agree,pressure support level cmH2O; no pressure_support concept and not PEEP or plateau pressure
mimic-iii,mimiciii.CHARTEVENTS,Responds to Stimuli [Type],620,adjudicated:both_agree,"nursing neuro responsiveness type, no catalog concept"
mimic-iii,mimiciii.CHARTEVENTS,SVI,625,adjudicated:both_agree,stroke volume index; catalog has sv but no indexed variant
mimic-iii,mimiciii.CHARTEVENTS,Seizure Activity,629,adjudicated:both_agree,"seizure activity observation, no catalog concept"
mimic-iii,mimiciii.CHARTEVENTS,Skin Care,642,adjudicated:both_agree,nursing skin care intervention documentation
mimic-iii,mimiciii.CHARTEVENTS,Speech,648,adjudicated:both_agree,"speech assessment free-text category, no catalog concept"
mimic-iii,mimiciii.CHARTEVENTS,Waveform-Vent,732,adjudicated:both_agree,"ventilator waveform appearance, device display attribute"
mimic-iii,mimiciii.CHARTEVENTS,Magnesium (1.6-2.6),821,adjudicated:both_agree,serum magnesium; no magnesium concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,Phosphorous(2.7-4.5),827,adjudicated:both_agree,serum phosphorus; no phosphate concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,Less Restrict Meas.,1043,adjudicated:both_agree,"less restrictive measures for restraints, nursing documentation"
mimic-iii,mimiciii.CHARTEVENTS,Daily Wake Up,1425,adjudicated:both_agree,"sedation-interruption protocol event, not a sedation score/scale/goal"
mimic-iii,mimiciii.CHARTEVENTS,Magnesium,1532,adjudicated:both_agree,serum magnesium; no magnesium concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,GI Tube #1 [Site],1698,adjudicated:both_agree,"enteral tube insertion site, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,PA line cm Mark,1704,adjudicated:both_agree,"PA catheter insertion depth in cm, device position not a physiologic measure"
mimic-iii,mimiciii.CHARTEVENTS,PAP Alarm [Low],5818,adjudicated:both_agree,"PA pressure low alarm limit, an alarm threshold not a measurement"
mimic-iii,mimiciii.CHARTEVENTS,Ve High,6208,adjudicated:both_agree,"minute ventilation high alarm limit, an alarm threshold rather than measured minute volume"
mimic-iii,mimiciii.CHARTEVENTS,Pt./Family Informed,7915,adjudicated:both_agree,"patient/family informed documentation, communication event"
mimic-iii,mimiciii.CHARTEVENTS,GI#1 Tube [Drain],8390,adjudicated:both_agree,"GI tube drainage description, free-text output documentation"
mimic-iii,mimiciii.CHARTEVENTS,INV Line#2 [Site],8393,adjudicated:both_agree,"invasive line insertion site, a catheter attribute not a measured concept"
mimic-iii,mimiciii.CHARTEVENTS,INV Line#3 [Site],8394,adjudicated:both_agree,"invasive line insertion site, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,IV #1 [Size],8400,adjudicated:both_agree,"IV catheter gauge/size, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,IV #2 [Size],8401,adjudicated:both_agree,"IV catheter gauge/size, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Inc #1 [Status],8428,adjudicated:both_agree,"incision status descriptor, wound assessment"
mimic-iii,mimiciii.CHARTEVENTS,MDI #1 [Drug],8437,adjudicated:both_agree,"inhaler drug name, medication identifier not a measured concept"
mimic-iii,mimiciii.CHARTEVENTS,Responds to Stimuli [Value],8474,adjudicated:both_agree,"nursing stimulus-response assessment, not GCS or sedation scale"
mimic-iii,mimiciii.CHARTEVENTS,GI Tube #1 [Site],8492,adjudicated:both_agree,"enteral tube insertion site, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,PAP Alarm [High],8552,adjudicated:both_agree,"PA pressure high alarm limit, an alarm threshold not a measurement"
mimic-iii,mimiciii.CHARTEVENTS,Angio Appearance #1 [Attribute 1],43,adjudicated:both_agree,angiography site appearance assessment
mimic-iii,mimiciii.CHARTEVENTS,Angio Dressing #1,45,adjudicated:both_agree,angiography site dressing documentation
mimic-iii,mimiciii.CHARTEVENTS,Angio Site #1,47,adjudicated:both_agree,angiography access site descriptor
mimic-iii,mimiciii.CHARTEVENTS,Atrial Pacemaker [mA],58,adjudicated:both_agree,"atrial pacing output in mA, a pacer device setting"
mimic-iii,mimiciii.CHARTEVENTS,CT #1 Crepitus,93,adjudicated:both_agree,subcutaneous crepitus assessment at chest tube site
mimic-iii,mimiciii.CHARTEVENTS,CT #1 Drainage,94,adjudicated:both_agree,chest tube drainage description
mimic-iii,mimiciii.CHARTEVENTS,CT #1 [Fluctuate],96,adjudicated:both_agree,chest tube fluctuation assessment
mimic-iii,mimiciii.CHARTEVENTS,CT #1 Suction Amount,97,adjudicated:both_agree,"chest tube suction amount, drain attribute"
mimic-iii,mimiciii.CHARTEVENTS,CaO2,114,adjudicated:both_agree,arterial oxygen content ml/dL; no oxygen-content concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,Cerv Collar Status,118,adjudicated:both_agree,"cervical collar status, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Cervical Collar Type,119,adjudicated:both_agree,"cervical collar type, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Chest Tube Site #1,122,adjudicated:both_agree,"chest tube site descriptor, a device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Chest Tube Site #2,123,adjudicated:both_agree,chest tube site descriptor
mimic-iii,mimiciii.CHARTEVENTS,Corneal Reflex [Right],135,adjudicated:both_agree,"corneal reflex neuro exam finding, no matching concept"
mimic-iii,mimiciii.CHARTEVENTS,Cough Effort,136,adjudicated:both_agree,cough effort qualitative assessment
mimic-iii,mimiciii.CHARTEVENTS,Cough Type,138,adjudicated:both_agree,cough type qualitative description
mimic-iii,mimiciii.CHARTEVENTS,Cough/Deep Breathe,139,adjudicated:both_agree,cough/deep-breathe activity documentation
mimic-iii,mimiciii.CHARTEVENTS,Cuff Leak,140,adjudicated:both_agree,"cuff leak assessment, airway device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Education Barrier,165,adjudicated:both_agree,patient education barrier documentation
mimic-iii,mimiciii.CHARTEVENTS,Education Handout,166,adjudicated:both_agree,education handout documentation
mimic-iii,mimiciii.CHARTEVENTS,Education Method,168,adjudicated:both_agree,"patient education documentation, not a clinical measure"
mimic-iii,mimiciii.CHARTEVENTS,Education Response,170,adjudicated:both_agree,patient education response documentation
mimic-iii,mimiciii.CHARTEVENTS,Education Topic #2,172,adjudicated:both_agree,education topic documentation
mimic-iii,mimiciii.CHARTEVENTS,GU Catheter Size,207,adjudicated:both_agree,"urinary catheter size, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Height of Bed,216,adjudicated:both_agree,"bed elevation setting, not patient height"
mimic-iii,mimiciii.CHARTEVENTS,INV Line#3 Zero/Cal,242,adjudicated:both_agree,transducer zero/calibration task documentation
mimic-iii,mimiciii.CHARTEVENTS,INV Line#4 [Type],247,adjudicated:both_agree,"invasive line type, categorical device attribute"
mimic-iii,mimiciii.CHARTEVENTS,INV Line#4SiteAppear,250,adjudicated:both_agree,invasive line site appearance assessment
mimic-iii,mimiciii.CHARTEVENTS,INV#3 WaveformAppear,285,adjudicated:both_agree,invasive line waveform appearance assessment
mimic-iii,mimiciii.CHARTEVENTS,IV #3 [Site],300,adjudicated:both_agree,"IV catheter insertion site, a line attribute not a clinical measurement"
mimic-iii,mimiciii.CHARTEVENTS,IV #4 [Site],303,adjudicated:both_agree,"IV catheter site, line attribute"
mimic-iii,mimiciii.CHARTEVENTS,IV Site Appear #3,326,adjudicated:both_agree,IV site appearance assessment
mimic-iii,mimiciii.CHARTEVENTS,Imp Skin Cleanse #1,338,adjudicated:both_agree,skin cleansing intervention documentation
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin Character #1,344,adjudicated:both_agree,impaired-skin character free-text nursing assessment
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin Character #2,345,adjudicated:both_agree,impaired skin character assessment
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin #1 [Drain],352,adjudicated:both_agree,impaired skin drain description
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin #2 [Drain],353,adjudicated:both_agree,impaired skin drain description
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin Treatment #2,357,adjudicated:both_agree,skin treatment intervention documentation
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin Wound Base#1,362,adjudicated:both_agree,wound base description in skin assessment
mimic-iii,mimiciii.CHARTEVENTS,ImpSkin Wound Base#2,363,adjudicated:both_agree,"wound base description, skin assessment"
mimic-iii,mimiciii.CHARTEVENTS,Impaired Skin Site#3,376,adjudicated:both_agree,"impaired skin site location, skin assessment attribute"
mimic-iii,mimiciii.CHARTEVENTS,Inc #2 [Closure],387,adjudicated:both_agree,"incision closure type, wound assessment"
mimic-iii,mimiciii.CHARTEVENTS,Inc #3 [Closure],388,adjudicated:both_agree,"incision closure type, wound assessment"
mimic-iii,mimiciii.CHARTEVENTS,Inc #2 [Drainage],393,adjudicated:both_agree,incision drainage description
mimic-iii,mimiciii.CHARTEVENTS,Inc #3 [Drainage],394,adjudicated:both_agree,incision drainage description
mimic-iii,mimiciii.CHARTEVENTS,Inc #3 [Dressing],400,adjudicated:both_agree,incision dressing documentation
mimic-iii,mimiciii.CHARTEVENTS,Incentive Spirometry,410,adjudicated:both_agree,"incentive spirometry activity documentation, no matching concept"
mimic-iii,mimiciii.CHARTEVENTS,Incision/Wound #3,413,adjudicated:both_agree,"incision/wound assessment, no matching concept"
mimic-iii,mimiciii.CHARTEVENTS,LLE [Temp],424,adjudicated:both_agree,"left lower extremity warmth assessment, not core temperature"
mimic-iii,mimiciii.CHARTEVENTS,Low Insp. Pressure,436,adjudicated:both_agree,low inspiratory pressure alarm limit; no alarm-threshold concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,MDI #2 [Puff],440,adjudicated:both_agree,"metered-dose inhaler puff count, a medication administration detail"
mimic-iii,mimiciii.CHARTEVENTS,Pacemaker Mode,515,adjudicated:both_agree,"pacemaker mode, a device setting attribute"
mimic-iii,mimiciii.CHARTEVENTS,Pacemaker Type,516,adjudicated:both_agree,"pacemaker device type, a device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Pacer Rate,517,adjudicated:adjudicated,"起搏器设定频率, 属临时心外膜起搏装置参数(邻近518/519/521起搏导线项), 按需起搏下与实测heart_rate不等价, 目录无对应概念"
mimic-iii,mimiciii.CHARTEVENTS,Pacer Wire Condition,518,adjudicated:both_agree,pacing wire condition assessment
mimic-iii,mimiciii.CHARTEVENTS,Pacer Wires Atrial,519,adjudicated:both_agree,"atrial pacing wire count/status, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Pacer Wires Vent,521,adjudicated:both_agree,"ventricular pacing wire count/status, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Peak Flow,530,adjudicated:both_agree,peak inspiratory/expiratory flow L/min; distinct from o2_flow and absent from catalog
mimic-iii,mimiciii.CHARTEVENTS,PressSoreTreatment#1,567,adjudicated:both_agree,pressure sore treatment intervention documentation
mimic-iii,mimiciii.CHARTEVENTS,Pressure Sore Site#1,576,adjudicated:both_agree,"pressure sore location, skin assessment attribute"
mimic-iii,mimiciii.CHARTEVENTS,PressureReduceDevice,579,adjudicated:both_agree,pressure-reducing device documentation
mimic-iii,mimiciii.CHARTEVENTS,Procedures,582,adjudicated:both_agree,free-text procedure documentation
mimic-iii,mimiciii.CHARTEVENTS,RCW,588,adjudicated:both_agree,right cardiac work (kg*m); no cardiac-work concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,RCWI,589,adjudicated:both_agree,right cardiac work index; no cardiac-work concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,RLE [Temperature],591,adjudicated:both_agree,"right lower extremity warmth assessment, not core temperature"
mimic-iii,mimiciii.CHARTEVENTS,RLE [Sensation],592,adjudicated:both_agree,extremity sensation neuro assessment
mimic-iii,mimiciii.CHARTEVENTS,RUE [Sensation],598,adjudicated:both_agree,extremity sensation neuro assessment
mimic-iii,mimiciii.CHARTEVENTS,RVSW,601,adjudicated:both_agree,right ventricular stroke work (g*m); no stroke-work concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,RVSWI,602,adjudicated:both_agree,right ventricular stroke work index; no such concept in catalog
mimic-iii,mimiciii.CHARTEVENTS,Radiologic Study,604,adjudicated:both_agree,"radiologic study documentation, no matching concept"
mimic-iii,mimiciii.CHARTEVENTS,Respiratory Effort,616,adjudicated:both_agree,"qualitative respiratory effort description, not respiratory_rate"
mimic-iii,mimiciii.CHARTEVENTS,Significant Events,640,adjudicated:both_agree,free-text significant events narrative
mimic-iii,mimiciii.CHARTEVENTS,Skin Color,643,adjudicated:both_agree,"skin color assessment, categorical nursing observation"
mimic-iii,mimiciii.CHARTEVENTS,Skin [Temperature],645,adjudicated:both_agree,"categorical skin warmth assessment, not the temperature measurement or its site"
mimic-iii,mimiciii.CHARTEVENTS,Stool [Color],659,adjudicated:both_agree,stool color nursing assessment
mimic-iii,mimiciii.CHARTEVENTS,Stool Guaiac,660,adjudicated:both_agree,"stool guaiac occult blood test, no matching lab concept"
mimic-iii,mimiciii.CHARTEVENTS,Stool Management,661,adjudicated:both_agree,stool management/containment device documentation
mimic-iii,mimiciii.CHARTEVENTS,Trach Size,690,adjudicated:both_agree,"tracheostomy tube size, device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Tracheostomy Cuff,691,adjudicated:both_agree,"tracheostomy cuff status, airway device attribute"
mimic-iii,mimiciii.CHARTEVENTS,Tracheostomy Type,692,adjudicated:both_agree,tracheostomy tube type; distinct from ventilator_type (machine)
mimic-iii,mimiciii.CHARTEVENTS,Ventilator No.,721,adjudicated:adjudicated,"单位#、整数1-29为床旁呼吸机设备编号(资产ID), 非通气状态或模式, 目录ventilator来自血气通气标志而非设备编号"
mimic-iii,mimiciii.CHARTEVENTS,Phosphorous,1534,adjudicated:both_agree,serum phosphorus lab; no phosphate concept exists in the catalog
mimic-iii,mimiciii.CHARTEVENTS,Tank A psi.,6206,adjudicated:both_agree,"oxygen cylinder pressure in psi, equipment status not patient data"
mimic-iii,mimiciii.CHARTEVENTS,Tank B psi.,6207,adjudicated:both_agree,"oxygen cylinder pressure in psi, equipment status not patient data"
